,time,phoneme,consonantal,back,anterior,open,close,stop,nasal,continuant,lateral,flap,trill,voice,strident,labial,dental,velar,pause,vocalic
0,0.0,sil,0.32987466,0.0127362935,0.21929912,0.020932132,0.39993927,0.64862347,0.030758359,0.0071301865,0.00016973139,0.0018976479,1.2223047e-09,0.024146609,0.04719712,0.0021271815,0.08275435,0.44325775,0.9988883,0.0039338004
1,0.025,sil,0.18004619,0.0073184916,0.13086396,0.013249529,0.09647023,0.63741994,0.24702974,0.004871611,0.0017141118,0.00029445306,1.8719828e-09,0.037959393,0.013138621,0.013226679,0.00026108924,0.46098736,0.9990088,0.002664291
2,0.05,sil,0.12879579,0.005144416,0.18693946,0.011957503,0.05662923,0.46032822,0.46533957,0.002373804,0.00078748964,3.635123e-05,1.6480315e-09,0.04843386,0.007308539,0.047837418,0.0001137583,0.2868378,0.9992601,0.003289755
3,0.07500000000000001,sil,0.089536004,0.004971851,0.13941199,0.015269393,0.03389598,0.3729997,0.49709538,0.0011111674,0.0003120376,2.3452989e-05,2.0830964e-09,0.04434052,0.0050204014,0.032048672,0.00013422265,0.18511502,0.9992756,0.0020607498
4,0.1,sil,0.10604645,0.004813856,0.110411376,0.020973852,0.0246269,0.34211543,0.46441993,0.00084808236,0.00021190698,2.4550103e-05,1.4526943e-09,0.0517784,0.0042476375,0.023242088,5.7499183e-05,0.13442656,0.9991941,0.004860299
5,0.125,sil,0.096234016,0.004732296,0.11318521,0.020877149,0.021418743,0.30309695,0.33737457,0.0009433783,0.00018436975,2.856135e-05,1.1211557e-09,0.050123174,0.0038593507,0.025564138,2.8117462e-05,0.130434,0.9990489,0.0019546668
6,0.15000000000000002,sil,0.1167617,0.0045490903,0.08641148,0.02073357,0.018338077,0.29034474,0.17622758,0.0010480888,0.00019266826,3.098093e-05,1.2656857e-09,0.04869636,0.003925683,0.03710615,3.2321288e-05,0.14799069,0.99885035,0.0030051759
7,0.17500000000000002,sil,0.1118641,0.004231903,0.07039786,0.017139118,0.015992329,0.28935966,0.060689583,0.0009985124,0.00025380673,3.0689553e-05,1.3922331e-09,0.04610323,0.0055661784,0.07582921,4.1134655e-05,0.19067296,0.99859077,0.002235983
8,0.2,sil,0.13285065,0.004078798,0.07062935,0.013849046,0.014152939,0.31334192,0.014756429,0.0009566019,0.00046993216,3.7890117e-05,1.573982e-09,0.046586614,0.015446365,0.17196505,5.506149e-05,0.2509314,0.998154,0.0022394452
9,0.225,sil,0.13095494,0.004173051,0.07328617,0.0100157065,0.0138329,0.37970856,0.00983369,0.0010002338,0.0011720335,6.390491e-05,1.4175737e-09,0.050261382,0.09639625,0.3203792,8.710189e-05,0.34051976,0.997148,0.0033635595
10,0.25,sil,0.16154143,0.00450642,0.08595301,0.008366105,0.01572098,0.50943035,0.029832434,0.0010988398,0.0031175741,5.038353e-05,4.1092366e-10,0.05933064,0.44715276,0.4613978,6.450738e-05,0.47857755,0.9937349,0.003539448
11,0.275,sil,0.20200892,0.008618293,0.0679689,0.012308083,0.023877278,0.67645884,0.07219113,0.001817592,0.0055079577,1.7483708e-05,1.5271968e-10,0.05821009,0.80792314,0.5278893,8.3964325e-05,0.62235504,0.9814663,0.005915848
12,0.30000000000000004,sil,0.36333284,0.041998014,0.07497851,0.009031923,0.082184136,0.8582177,0.0030652944,0.007687094,0.007962349,7.9680765e-05,3.000424e-10,0.06871723,0.8991571,0.49128476,0.0016106656,0.7540135,0.93451047,0.008027183
13,0.325,sil,0.6835291,0.10232351,0.30895853,0.15870725,0.7590606,0.93665266,0.001588752,0.0649506,0.027240545,0.0062167244,1.8328933e-08,0.17951407,0.8884053,0.7203908,0.00795756,0.45028365,0.67576396,0.12164325
14,0.35000000000000003,k,0.6931671,0.28301364,0.8637859,0.56864285,0.86495423,0.8580313,6.6712605e-06,0.07292696,0.059468467,0.0010814269,8.186608e-10,0.5467158,0.6134662,0.096356235,6.335396e-05,0.047726825,0.24989086,0.45004135
15,0.375,k,0.9367448,0.08065287,0.77206767,0.072241694,0.6909647,0.9118022,2.1810794e-05,0.26672927,0.33743736,0.0045757126,1.5022034e-11,0.1390324,0.3847118,0.3077528,1.974819e-05,0.9357299,0.4292009,0.24479593
16,0.4,k,0.9300659,0.046001267,0.1975916,0.012978923,0.4739398,0.9193613,0.0008304957,0.39142933,0.19062531,0.00029203974,3.8804404e-09,0.13531144,0.19500019,0.30013356,3.334581e-05,0.98259085,0.5836486,0.08134792
17,0.42500000000000004,k,0.9225217,0.011663471,0.009360585,0.005072632,0.17135806,0.9520373,0.00026080216,0.1310691,0.14737257,7.4451294e-05,8.741122e-09,0.15035611,0.12136336,0.38034183,0.00010979351,0.9897169,0.5969839,0.02326204
18,0.45,k,0.95435447,0.009985494,0.12426022,0.013950218,0.45511353,0.973626,0.017002756,0.088674076,0.12609456,0.006192638,1.8451349e-08,0.066684686,0.07215601,0.22648293,0.025286667,0.9893936,0.17951162,0.20799446
19,0.47500000000000003,k,0.9186785,0.028919395,0.59327054,0.14414479,0.714301,0.93730754,0.009022966,0.023514884,0.092641786,0.14281583,2.7042514e-08,0.23962869,0.02509176,0.18094076,0.118122384,0.9723008,0.0012125786,0.64069223
