,time,phoneme,consonantal,back,anterior,open,close,stop,nasal,continuant,lateral,flap,trill,voice,strident,labial,dental,velar,pause,vocalic
0,0.0,s,0.28901586,0.23504539,0.33351836,0.4270754,0.0041480437,0.0823241,0.18584405,0.9136292,0.013406769,0.9180103,8.414145e-06,0.296119,0.966066,0.045601465,0.00090266636,0.039991304,0.2512616,0.23485336
1,0.025,s,0.2599969,0.16431932,0.12441318,0.1892571,0.00213963,0.16947353,0.004453264,0.9180807,0.0015749886,0.922974,6.739099e-06,0.14680402,0.96430135,0.15350896,0.0006854371,0.013461391,0.73590064,0.15236641
2,0.05,sil,0.25690126,0.15911292,0.08144784,0.15407042,0.0027183068,0.22391784,0.004420323,0.9147171,0.001151483,0.931899,1.1561781e-05,0.15507858,0.95786226,0.038379196,0.0006703007,0.0049324357,0.9102802,0.14826466
3,0.07500000000000001,sil,0.33094943,0.123437606,0.064018644,0.17448679,0.0017838012,0.26274836,0.0048829634,0.91723573,0.001402668,0.94857466,0.00013477205,0.14041874,0.95061857,0.033049654,0.00073124544,0.001445342,0.9239458,0.065856725
4,0.1,sil,0.39602467,0.13949676,0.028789347,0.18102683,0.0020503183,0.19603106,0.002403277,0.9432598,0.00062095735,0.9544456,0.00015776597,0.13131574,0.95452595,0.016786639,0.0017126959,0.00063459825,0.9075401,0.03666325
5,0.125,sil,0.37006816,0.12584496,0.039797246,0.12934206,0.0028741006,0.22314861,0.0019646932,0.93793404,0.00054920715,0.95062774,0.00014931154,0.09392022,0.9539547,0.013816984,0.00086865947,0.00043598347,0.8977242,0.059881043
6,0.15000000000000002,sil,0.31784347,0.1358367,0.034078114,0.09974969,0.0017093826,0.23740238,0.0022307273,0.94316316,0.000347498,0.95143634,1.5980528e-05,0.068933375,0.959534,0.0073666065,0.0037073444,0.0007699997,0.8651057,0.042054273
7,0.17500000000000002,sil,0.4198286,0.12455785,0.025891697,0.07608155,0.0008381147,0.2269874,0.0015918753,0.94967043,0.00027391958,0.95303714,4.9996834e-06,0.06274313,0.96417713,0.004382867,0.0035848028,0.0008204244,0.81471443,0.029167676
8,0.2,sil,0.45767197,0.103733554,0.02669114,0.068962425,0.00017294005,0.26062173,0.0019966024,0.94651634,0.0001544688,0.94391453,1.2865061e-05,0.05475721,0.9673882,0.003516576,0.002423511,0.0008439509,0.77253824,0.03273217
9,0.225,sil,0.54975414,0.07739392,0.030939326,0.062223163,0.00013835919,0.29766238,0.002334676,0.9436466,0.00015868629,0.93397963,1.0108779e-05,0.053520396,0.96768236,0.0031845402,0.0034030557,0.00076290435,0.7465775,0.031242713
10,0.25,sil,0.39467174,0.0840107,0.020275544,0.043549765,9.709558e-05,0.29483113,0.0013118827,0.91761833,9.1027534e-05,0.92635024,4.5228744e-06,0.08946997,0.9432621,0.001917813,0.0015825289,0.0006779976,0.6884489,0.047022384
11,0.275,sil,0.47379008,0.07573591,0.0128812045,0.038393684,0.00012802247,0.38118812,0.0028219607,0.90196854,4.8793718e-05,0.9392749,2.3292296e-06,0.09989384,0.9478739,0.0048503717,0.0014813282,0.0009314256,0.6995691,0.036719322
12,0.30000000000000004,sil,0.43172035,0.06944635,0.009320015,0.057194933,0.00010414617,0.28782332,0.0036480036,0.88724613,8.341207e-05,0.9438832,4.728138e-06,0.09381586,0.95432156,0.007345458,0.0038517301,0.0019564275,0.6248567,0.041218277
13,0.325,sil,0.53158015,0.06408912,0.0059673646,0.046288025,0.00019919852,0.33718652,0.0016592582,0.8761111,0.00012494957,0.9151136,1.6091058e-06,0.066374734,0.95244557,0.0016860306,0.01043908,0.0024055007,0.5723993,0.05483941
14,0.35000000000000003,sil,0.497565,0.08865807,0.004996222,0.06347404,0.00035426507,0.34791884,0.0027408258,0.8609604,3.3964163e-05,0.91177666,2.173313e-07,0.099463254,0.95110744,0.0039884686,0.0006624606,0.0030904266,0.6446444,0.043554943
15,0.375,sil,0.59437793,0.09468985,0.0026556472,0.040920377,0.00018438417,0.4741313,0.0027668653,0.87368286,8.407169e-05,0.9481657,7.0594433e-07,0.06291082,0.9537335,0.0010769967,0.00857532,0.0033533291,0.58343524,0.033567246
16,0.4,sil,0.4836446,0.07492247,0.0027209662,0.049556334,0.0011925839,0.35684422,0.008443363,0.8946708,7.607484e-05,0.9114063,1.8146575e-07,0.08323569,0.95998347,0.0013624162,0.0047812536,0.008913141,0.6123633,0.064018615
17,0.42500000000000004,sil,0.65750504,0.06808857,0.003498978,0.021955032,0.00771853,0.31286457,0.027478322,0.91857916,0.0002787024,0.8875818,4.3572435e-08,0.09602303,0.9610096,0.0046732356,0.07586196,0.052340113,0.5931883,0.052251965
18,0.45,s,0.76972985,0.08034984,0.006131385,0.03774314,0.046653964,0.21932113,0.008975159,0.90459055,0.00039390984,0.831783,7.366735e-08,0.13928656,0.90700597,0.007834558,0.015315837,0.2778609,0.457755,0.05046779
19,0.47500000000000003,s,0.81415236,0.24053772,0.013503744,0.035631314,0.4374478,0.19180124,0.0015657292,0.8382544,0.0037787221,0.6959689,9.632962e-06,0.28259262,0.89095646,0.04106581,0.26556188,0.56501454,0.33523077,0.18310834
