,time,phoneme,consonantal,back,anterior,open,close,stop,nasal,continuant,lateral,flap,trill,voice,strident,labial,dental,velar,pause,vocalic
0,0.0,s,0.28090873,0.20139706,0.39265403,0.41947538,0.0063130185,0.0945933,0.067209154,0.92586255,0.02038247,0.90792274,2.2030465e-06,0.2835015,0.97227263,0.06755333,0.0013410252,0.01968067,0.3651802,0.21576078
1,0.025,s,0.32638815,0.13021955,0.13800938,0.18943192,0.0017986986,0.15469497,0.005265549,0.9396716,0.003375289,0.90494615,8.154058e-06,0.12765495,0.97614914,0.10899283,0.0015389484,0.0023445173,0.66679394,0.11782717
2,0.05,sil,0.33176804,0.09038736,0.102290414,0.12053985,0.0023927551,0.23434097,0.0039938563,0.9296285,0.0021029036,0.91691613,6.1246974e-05,0.10150496,0.96616447,0.08144139,0.0013886826,0.0017992748,0.90333194,0.12439474
3,0.07500000000000001,sil,0.37390277,0.100135826,0.040040303,0.1338441,0.0007087296,0.28338274,0.0021635743,0.93517596,0.0013012765,0.9422179,0.00012105505,0.13743061,0.95487237,0.022101939,0.00043106917,0.0006054906,0.93631417,0.040729955
4,0.1,sil,0.36400327,0.10483284,0.035306867,0.13763657,0.0021106617,0.30219436,0.0009922117,0.94397146,0.0011830296,0.9530525,9.035506e-05,0.14809665,0.95209605,0.022778202,0.00046208224,0.0004908688,0.93507683,0.05354911
5,0.125,sil,0.4045825,0.10515713,0.033289745,0.10016496,0.0015912403,0.28024036,0.0014261501,0.9401963,0.0009772638,0.94904727,4.0705912e-05,0.08251727,0.95923096,0.0195072,0.0012546267,0.0004075784,0.9131694,0.05980766
6,0.15000000000000002,sil,0.35677162,0.09915324,0.040435743,0.09391438,0.001082856,0.28228658,0.0012535935,0.9290736,0.0006153082,0.94313294,1.7765266e-05,0.07892175,0.9536964,0.011970829,0.00211274,0.00065839925,0.91746706,0.07342978
7,0.17500000000000002,sil,0.45147932,0.09317585,0.021348665,0.10022837,0.00024292925,0.21449484,0.0012043471,0.9223071,0.0008329354,0.94048584,8.124624e-06,0.099089034,0.96526927,0.003944189,0.0010842449,0.0011182209,0.902854,0.035706338
8,0.2,sil,0.4279932,0.08043005,0.012663478,0.08440092,0.00032462613,0.21460699,0.0006568816,0.92289114,0.00042140973,0.943767,7.830197e-06,0.09264119,0.963923,0.0032089576,0.0007536196,0.0015897586,0.8752389,0.04033143
9,0.225,sil,0.4990156,0.07286187,0.008903298,0.055562038,0.00025834216,0.29073673,0.00082613237,0.9251075,0.00022370156,0.93214566,2.796602e-06,0.066618815,0.9665689,0.0019489013,0.00047289228,0.001963409,0.85046315,0.046948403
10,0.25,sil,0.45347747,0.061857104,0.008792439,0.036104977,0.00051373756,0.3501498,0.0015646822,0.9155631,0.00014839521,0.9204096,2.9246567e-06,0.069371544,0.9635585,0.002368998,0.0010618545,0.0012069921,0.82500875,0.04281681
11,0.275,sil,0.50986207,0.09945449,0.0052036014,0.042603448,0.0002513454,0.37325302,0.0010662981,0.89802617,0.00016616817,0.9307869,1.9560998e-06,0.07006561,0.9555024,0.001771403,0.0014229282,0.0017667152,0.7712701,0.027805274
12,0.30000000000000004,sil,0.41225532,0.10672318,0.0050594774,0.05461885,0.0002728787,0.31023836,0.00075047417,0.89499307,0.000134348,0.9114957,1.7353125e-06,0.07031798,0.95938027,0.004111194,0.0015073444,0.001299836,0.7376182,0.047692332
13,0.325,sil,0.5758284,0.10598404,0.0036140156,0.060593437,0.0003957187,0.2298665,0.0013606492,0.89032733,0.000118548975,0.8919948,3.3612906e-07,0.065836355,0.96230763,0.0035829607,0.00046506146,0.0016110744,0.72130436,0.042380918
14,0.35000000000000003,sil,0.5658222,0.13207613,0.0020703254,0.06440922,0.00022823886,0.3114292,0.0022699146,0.89489996,0.00014218054,0.91323435,6.5345995e-07,0.053836614,0.9605172,0.000990155,0.0017152954,0.0015012737,0.67496663,0.03712262
15,0.375,sil,0.65217406,0.073596425,0.002539648,0.022973076,0.0021591655,0.48773453,0.0036541028,0.9258468,0.00014956818,0.89917463,4.5553955e-07,0.046778787,0.9591602,0.001615362,0.006019101,0.0033717973,0.61734414,0.030190423
16,0.4,s,0.5398971,0.090481706,0.0016212636,0.028806552,0.006047794,0.3669283,0.00383496,0.94232476,0.00017299003,0.88236874,3.981947e-08,0.07087853,0.964711,0.0012458285,0.0029126075,0.0035368642,0.5506042,0.044403322
17,0.42500000000000004,s,0.7022245,0.09740624,0.0022429917,0.016772315,0.012379166,0.3470717,0.017036565,0.96089053,0.00027374516,0.8439111,1.5088533e-08,0.08141179,0.97050047,0.0073894216,0.044321235,0.0083510075,0.43447286,0.03246148
18,0.45,s,0.73206174,0.15725788,0.0053026085,0.03720563,0.12352964,0.27150524,0.007267476,0.9407231,0.0008861426,0.6016985,3.1440127e-08,0.13749088,0.92869145,0.01227124,0.010474344,0.0524722,0.3703337,0.048818413
19,0.47500000000000003,s,0.7850957,0.24327692,0.015401923,0.024024567,0.32854277,0.23544785,0.0011203757,0.8904638,0.008497999,0.39818287,1.3879599e-05,0.2513959,0.8968215,0.030900279,0.28949103,0.4266147,0.26861477,0.1431413
