,Min broadband Scale,Max broadband Scale,Min narrowband Scale,Max narrowband Scale,Min wvlt Scale,Max wvlt Scale
0,-34.22602081,2.134329319,-48.82197189,6.156656265,-10.42949864,10.46039613
