,Min broadband Scale,Max broadband Scale,Min narrowband Scale,Max narrowband Scale,Min wvlt Scale,Max wvlt Scale
0,-33.44609069824219,3.4975509643554688,-47.42653274536133,6.929398536682129,-6.931488378257169,7.031894597556568
